Identifier	Character	Dialogue	Filename	Line Number
scene17_23d0e772	pro	They are!	game/scripts/parsed_17 scene17.rpy	259
scene17_4f297f1e	bp	And killer whales kill things?	game/scripts/parsed_17 scene17.rpy	264
scene17_b9e73713	pro	Yes!	game/scripts/parsed_17 scene17.rpy	268
scene17_fad2722d	bp	And red pandas are red?	game/scripts/parsed_17 scene17.rpy	272
scene17_9c555f0d	pro	Ye-- Well, actually, it’s more of an orange. But in comparison to a normal panda? Yes!	game/scripts/parsed_17 scene17.rpy	276
scene17_75d44e59	bp	But you know what? An electric eel isn’t an eel, a killer whale isn’t a whale, and a red panda isn’t a panda!	game/scripts/parsed_17 scene17.rpy	281
scene17_7c5bc2d2	bp	Your expectations can be wrong where you least expect it~!	game/scripts/parsed_17 scene17.rpy	287
scene17_bf35ad55	pro	What does that have to do with you putting so much effort into reheating pizza?	game/scripts/parsed_17 scene17.rpy	291
scene17_5fde19c4	bp	Nothin’. Just thought you might be able to relax with some fun animal trivia.	game/scripts/parsed_17 scene17.rpy	295
scene17_6ee113c2	pro	Relax?! A battle deciding the fates of the two most powerful demon lords in the tri-state area will be upon us in less than two days, and you expect me to {i}relax!?{/i}	game/scripts/parsed_17 scene17.rpy	298
scene17_b38f3f4e	bp	...The hell is a tri-state area?	game/scripts/parsed_17 scene17.rpy	302
scene17_899b018b	pro	What I need to do is prepare myself for Armageddon!	game/scripts/parsed_17 scene17.rpy	305
scene17_37fba60f	bp	Oh. ‘Kay.	game/scripts/parsed_17 scene17.rpy	310
scene17_25e1d954	sis	The only ‘Armageddon’ here is what you did to the garage.	game/scripts/parsed_17 scene17.rpy	315
scene17_3d55222f		What? What sort of foul development...?	game/scripts/parsed_17 scene17.rpy	317
scene17_f79bf818	sis	Really about time you dealt with that, don’t you think?	game/scripts/parsed_17 scene17.rpy	323
scene17_74d0607e		No! The dusk has already been consumed by these meaningless errands! The rest of this night {i}must{/i} be devoted to my training!	game/scripts/parsed_17 scene17.rpy	326
scene17_a90fba8f		I try to slip away, but Yumi’s arm latches onto me like a serpent’s... um, mouth?	game/scripts/parsed_17 scene17.rpy	329
scene17_024785f7	sis	You’re not getting out of it this time! For fuck’s sake, just finish it already!	game/scripts/parsed_17 scene17.rpy	333
scene17_af7f73f9		It seems that my freedom has been compromised. Though it’s unbecoming for one of my station to yield, I can’t overcome my sister’s powers - even if they lay dormant.	game/scripts/parsed_17 scene17.rpy	336
scene17_c08245bc		Also she’s squeezing my arm really hard and I want her to stop.	game/scripts/parsed_17 scene17.rpy	338
scene17_97b62aed	pro	...Fine. If you truly find it to be such a burden, I will purify the arcane residue brought about by my ritual. But in exchange--	game/scripts/parsed_17 scene17.rpy	341
scene17_73710bf3	sis	No exchange. Just do it.	game/scripts/parsed_17 scene17.rpy	346
scene17_3453d73e		Tch. Not even my powers of suggestion will be effective here.	game/scripts/parsed_17 scene17.rpy	349
scene17_6c9f665a	pro	If that duel ends in my defeat, my blood will be on your hands.	game/scripts/parsed_17 scene17.rpy	352
scene17_4fa4f6c6	sis	I’m shockingly okay with that.	game/scripts/parsed_17 scene17.rpy	356
scene17_953589f3		Damn it all... If fortune is on my side, then perhaps Elizabeth is being put through these same sorts of trials. She did the same ritual, after all. Then, perhaps, we may yet be on even footing.	game/scripts/parsed_17 scene17.rpy	360
scene17_ca50b983		I grab my instruments of purification - disguised as mere soap and a towel - from the closet, and pour holy water from the sink into a sacred vessel. With prudence, I may be able to salvage some experience from this.	game/scripts/parsed_17 scene17.rpy	362
scene17_3b70e996		But when I finally make it to the battlefield...	game/scripts/parsed_17 scene17.rpy	368
scene17_578122b0	pro	It’s... already been cleaned?	game/scripts/parsed_17 scene17.rpy	373
scene17_24c621f8	pro	Th-This can’t be!	game/scripts/parsed_17 scene17.rpy	376
scene17_37e2c0b5	pro	Have I mastered time magic without realizing it?	game/scripts/parsed_17 scene17.rpy	379
scene17_0771d5a8	bp	Oh, yeah... I {i}did{/i} clean that, didn’t I...?	game/scripts/parsed_17 scene17.rpy	384
scene17_d0f200d0	pro	You {i}what!?{/i}	game/scripts/parsed_17 scene17.rpy	388
scene17_41b0b6a2	pro	...I see...	game/scripts/parsed_17 scene17.rpy	391
scene17_df39cace	pro	You’re not Beepy!	game/scripts/parsed_17 scene17.rpy	396
scene17_2dc89e2c	pro	You are naught but a foul doppelganger!	game/scripts/parsed_17 scene17.rpy	400
scene17_49a57c05	pro	I must admit, on a physical level, your disguise is flawless.	game/scripts/parsed_17 scene17.rpy	403
scene17_9dc32338	pro	But you’re a poor actor, fiend! You should have killed me while you had the chance!	game/scripts/parsed_17 scene17.rpy	407
scene17_54c837c6	pro	I don’t know where you’ve put the real Beepy...	game/scripts/parsed_17 scene17.rpy	410
scene17_1ae62b35	pro	And I don’t know if I actually care...	game/scripts/parsed_17 scene17.rpy	414
scene17_2a05a70a	pro	But your wretched life... is {b}{i}forfeit!{/i}{/b}	game/scripts/parsed_17 scene17.rpy	417
scene17_a8cbaa83	bp	The third page of your math notebook has a doodle of a wolf.	game/scripts/parsed_17 scene17.rpy	423
scene17_0ff0ed4b	bp	One half is made of fire, and I {i}think{/i} the other half might be ice or something - but it’s kinda hard to tell because you’re not that good of an artist.	game/scripts/parsed_17 scene17.rpy	427
scene17_a3234167	pro	W-What?	game/scripts/parsed_17 scene17.rpy	431
scene17_498eec77	bp	Iunno. I got bored when I was in your backpack, so I looked through some of your stuff. Thought bringing it up might prove my identity or somethin’.	game/scripts/parsed_17 scene17.rpy	436
scene17_e18c58d2	pro	But... that was the only possible explanation...!	game/scripts/parsed_17 scene17.rpy	440
scene17_7b9277b4	pro	And that isn’t a {i}doodle!{/i} It is a complex ritual to assist in the conjuring of a beast by developing an image from which it can manifest!	game/scripts/parsed_17 scene17.rpy	444
scene17_924a1cb1	bp	Yeah, whatever. I just figured your sis might make you clean the garage, so I went ahead and did it for ya.	game/scripts/parsed_17 scene17.rpy	448
scene17_644ba96a	bp	So now we can just relax for the rest of the night~!	game/scripts/parsed_17 scene17.rpy	453
scene17_5e8af4c2	pro	Hmm... This is fantastic! Now I can spend this time preparing for my duel! Thanks to your support, Elizabeth’s demise will surely be at hand!	game/scripts/parsed_17 scene17.rpy	456
scene17_d79b8103	bp	...Oh.	game/scripts/parsed_17 scene17.rpy	462
scene17_961e9a24	bp	Okay.	game/scripts/parsed_17 scene17.rpy	465
scene17_124698f7	bp	I mean...	game/scripts/parsed_17 scene17.rpy	469
scene17_26c77922	bp	I just thought, y’know, since I made you pizza - in the oven and everything - and cleaned the garage for you... you might spare a little bit of time to hang out with me.	game/scripts/parsed_17 scene17.rpy	475
scene17_8bd6ee07	bp	Especially because without my help you would’ve been stuck scrubbing the floor all night.	game/scripts/parsed_17 scene17.rpy	480
scene17_c7fa0725	bp	But I guess your responsibilities are just... too important.	game/scripts/parsed_17 scene17.rpy	486
scene17_9bf4fc41	bp	To think... all of that {i}hard{/i} work, just... put to waste...	game/scripts/parsed_17 scene17.rpy	492
scene17_4defdd73		Agh!	game/scripts/parsed_17 scene17.rpy	496
scene17_b22671ff		What’s going on!?	game/scripts/parsed_17 scene17.rpy	498
scene17_3fb642f6		Some horrible pit in my stomach...	game/scripts/parsed_17 scene17.rpy	500
scene17_b4144f04		Poison?	game/scripts/parsed_17 scene17.rpy	502
scene17_43c00dad		With a walk so pitiful that no bard could sing of it without breaking into tears, she ever-so-slowly leaves the garage.	game/scripts/parsed_17 scene17.rpy	504
scene17_efccfaf5		I...	game/scripts/parsed_17 scene17.rpy	506
scene17_d5fa187f		Even as a demon lord, I cannot abide by an atrocity of this magnitude!	game/scripts/parsed_17 scene17.rpy	508
scene17_358ac9b0	pro	Beepy! Wait!	game/scripts/parsed_17 scene17.rpy	511
scene17_24726086	bp	What? You want me to get Yumi to drive you somewhere? A nice place that’s too far away for that annoying Beepy to distract you from your super important training?	game/scripts/parsed_17 scene17.rpy	516
scene17_15e89ddc	pro	No, that’s not it. We should make each other’s acquaintance! Just for a bit!	game/scripts/parsed_17 scene17.rpy	520
scene17_c7361486	bp	That means ‘hang out’ in normal people talk, right?	game/scripts/parsed_17 scene17.rpy	525
scene17_482f190f	bp	Sweet! I’ll see what’s on TV~!	game/scripts/parsed_17 scene17.rpy	532
scene17_a20cefa7_1		...	game/scripts/parsed_17 scene17.rpy	535
scene17_5a0aad86		I haven’t been deceived, have I?	game/scripts/parsed_17 scene17.rpy	537
scene17_c4378a02		Just as I begin to think that, Beepy abducts me to the living room. She sits me on the couch and snuggles up next to me before covering the two of us under an outright absurd number of blankets.	game/scripts/parsed_17 scene17.rpy	541
scene17_c202d85e		With the stage set, she turns on the TV and starts channel-surfing.	game/scripts/parsed_17 scene17.rpy	546
scene17_b43928c6	bp	Whoaaaah! I’ve wanted to see this movie for weeks now! And whaddya know! It’s just starting!	game/scripts/parsed_17 scene17.rpy	549
scene17_55d99cce	bp	What a {i}crazy{/i} coincidence!	game/scripts/parsed_17 scene17.rpy	552
scene17_a04812bb		Don’t tell me.	game/scripts/parsed_17 scene17.rpy	556
scene17_69a476ec		Was this all part of some diabolical plot?	game/scripts/parsed_17 scene17.rpy	558
scene17_95ffba27		And if so, how long has it been in motion?	game/scripts/parsed_17 scene17.rpy	560
scene17_f52f3aa3		Regardless, I’m her prisoner. Until this movie ends, these blankets may as well be made of concrete. No, worse - {i}magic resistant{/i} concrete. Needless to say, I’m not going anywhere.	game/scripts/parsed_17 scene17.rpy	563
scene17_1aa1154c		The movie itself seems to be about a society that consists entirely of giant robots. The giant robots can’t talk, so all they ever do is fight.	game/scripts/parsed_17 scene17.rpy	570
scene17_4d9ffcd8		However, a group of teenaged giant robots runs into alien technology that gives each of them the power to release a human from their cockpit and control it remotely.	game/scripts/parsed_17 scene17.rpy	576
scene17_43b50a2e		With this power, they get the ability to talk through their disputes. A group of evil robots ends up having this same power, but the teenagers use their superior communication skills to persuade the villains into a different course of action.	game/scripts/parsed_17 scene17.rpy	580
scene17_0b5455cc		Before I know it, the film reaches its end, and the credits roll.	game/scripts/parsed_17 scene17.rpy	584
scene17_98f27140	bp	Yowza! I thought that’d be pretentious, but it really was as good as they said!	game/scripts/parsed_17 scene17.rpy	589
scene17_1a60b94b	bp	What’d you think, Makoto? Have a good time?	game/scripts/parsed_17 scene17.rpy	593
scene17_ff1bc127	pro	For the last time, call me--!	game/scripts/parsed_17 scene17.rpy	597
scene17_d9704e37	bp	C’mooon, it’s no big deal. Relax, relax~	game/scripts/parsed_17 scene17.rpy	601
scene17_7f221979		First you steal two hours of my time, and now my dignity?	game/scripts/parsed_17 scene17.rpy	603
scene17_357439cd		Demons are more fierce than I could have ever known. And yet...	game/scripts/parsed_17 scene17.rpy	606
scene17_fadf7e91	pro	...It was nice. I prefer the content of my eldritch texts, but as a brief intermission, I suppose it was an acceptable use of my time.	game/scripts/parsed_17 scene17.rpy	610
scene17_6d9d4a3d	bp	But it was a {i}way{/i} better time than you would’ve had practicing for that dumb magic show you have in two days, right?	game/scripts/parsed_17 scene17.rpy	614
scene17_a7d5689e	pro	Hmph. What is two hours of enjoyment when put up against the potential for infinite power?	game/scripts/parsed_17 scene17.rpy	618
scene17_36dbc72b	bp	...Eh. Guess that’s the best I could’ve gotten out of a sourpuss like you.	game/scripts/parsed_17 scene17.rpy	622
scene17_de331fd7	pro	Now if you’ll excuse me, I need to rejuvenate my energy in preparation for my next journey to the mortal realm.	game/scripts/parsed_17 scene17.rpy	625
scene17_702529cb	bp	Sure, sure. Nighty night!	game/scripts/parsed_17 scene17.rpy	629
scene17_524d1a69		Now then.	game/scripts/parsed_17 scene17.rpy	634
scene17_2a7ef683		I know the extent of Beepy’s villainous machinations. Though she said that the previous night was the last where she would occupy my bed, I’m far too intelligent to fall for such a blatant ruse.	game/scripts/parsed_17 scene17.rpy	636
scene17_2b9a1775		With my nightly preparations complete, I check the living room. Beepy’s still there, none the wiser. Excellent.	game/scripts/parsed_17 scene17.rpy	640
scene17_a0e7e125		But this fight isn’t over. Cleverly, I check all around my room just in case she’s played some sort of trick. Under the bed, in all the drawers, in the closet - even my backpack. No sign of her.	game/scripts/parsed_17 scene17.rpy	644
scene17_997c899e		And now, we act.	game/scripts/parsed_17 scene17.rpy	646
scene17_8ee64a25		I shut my door.	game/scripts/parsed_17 scene17.rpy	650
scene17_17e5ce1d		I turn the knob lock.	game/scripts/parsed_17 scene17.rpy	654
scene17_23c3a0fe		I slide over the deadbolt.	game/scripts/parsed_17 scene17.rpy	658
scene17_f6845a2c		And, of course, a padlock wouldn’t hurt.	game/scripts/parsed_17 scene17.rpy	662
scene17_e3f1f321		Now, of course, a fool would stop here. But I am a proper demon lord - I know what I’m up against. It’s time for the last nail in the coffin.	game/scripts/parsed_17 scene17.rpy	664
scene17_f8f1227b		I draw a magic sealing circle onto a piece of paper and affix it to the door with special ritual tape.	game/scripts/parsed_17 scene17.rpy	666
scene17_e0e85e5a		Yes. This should do it.	game/scripts/parsed_17 scene17.rpy	668
scene17_ece6351b		Satisfied with myself, I turn the lights off and get into bed.	game/scripts/parsed_17 scene17.rpy	673
scene17_e5a148b2		And so, the sweet embrace of slumber is to grab hold of me once again.	game/scripts/parsed_17 scene17.rpy	678
scene17_a20cefa7_2		...	game/scripts/parsed_17 scene17.rpy	680
scene17_a20cefa7_3		...	game/scripts/parsed_17 scene17.rpy	682
scene17_a20cefa7_4		...	game/scripts/parsed_17 scene17.rpy	684
scene17_03099f9b	bp	Zzz...	game/scripts/parsed_17 scene17.rpy	687
scene17_43fb9b9a	pro	What!? Beepy!? How--	game/scripts/parsed_17 scene17.rpy	691
scene17_8b9c942b	bp	Oh... Hey, Makoto... Come here often?	game/scripts/parsed_17 scene17.rpy	694
scene17_2f3de22f	pro	How did you get in here!?	game/scripts/parsed_17 scene17.rpy	697
scene17_e1e9e481	bp	Who caaaaaaaaaaaaares?	game/scripts/parsed_17 scene17.rpy	700
scene17_8d2b8de7	bp	I guess if you {i}really{/i} wanted, you could just kick me out.	game/scripts/parsed_17 scene17.rpy	703
scene17_29882d68	bp	But then you’d have to get out of this nice, soft bed and go through all the trouble of undoing those locks...	game/scripts/parsed_17 scene17.rpy	706
scene17_6983c3b5		I have never at any point in my life felt such a poignant sense of defeat.	game/scripts/parsed_17 scene17.rpy	708
scene17_e7773a41	pro	...Whatever.	game/scripts/parsed_17 scene17.rpy	711
scene17_531f69c3	bp	G’night, Makotoooo~	game/scripts/parsed_17 scene17.rpy	714
scene17_32d1c14f	pro	Good night, Beepy.	game/scripts/parsed_17 scene17.rpy	717
